ID;NOMBRE DEL CASO;INSTRUMENTO NORMATIVO;TIPO DE COMPROMISO;DESCRIPCIÓN DEL COMPROMISO;UNIDAD TERRITORIAL;REGIÓN;PROVINCIA;DISTRITO(S);ESTADO ACTUAL DEL COMPROMISO;RESPONSABLE;NIVEL DE GOBIERNO RESPONSABLE FINAL;LONGITUD;LATITUD
39;MESA DE TRABAJO ENCARGADA DE REALIZAR ACCIONES DE COORDINACIÓN PARE EL DESARROLLO DE LAS CUENCAS DEL PASTAZA, TIGRE, CORRIENTES Y MARAÑÓN DEL DEPARTAMENTO DE LORETO;;ACTIVIDAD;PLAN DE SALUD INTEGRAL E INTERCULTURAL Y MONITOREO DE EXPOSICIÓN A METALES PESADOS E HIDROCARBUROS EN LAS CUENCAS DE LOS RÍOS PASTAZA, CORRIENTES, TIGRE, MARAÑÓN Y CHAMBIRA 2022-2026;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;ANDOAS;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-76.4336;-3.4755
40;MESA TÉCNICA DE LA PROVINCIA DE MARISCAL CÁCERES;;PIP;INFORME SITUACIONAL DEL ET DEL PUENTE TARATA: SE HARÁ UNA ACTUALIZACIÓN DEL ET DEL PUENTE TARATA POR EXIGENCIAS DE NORMAS INTERNACIONALES. LA ACTUALIZACIÓN SE HARÁ HASTA FINES DE JUNIO. FECHA ESTIMADA PARA LA CONVOCATORIA SERÁ HASTA AGOSTO. ESE CRONOGRAMA DE SELECCIÓN HASTA LA FIRMA DEL CONTRATO SERÁ HASTA EL 7 DE DICIEMBRE.;UT AMAZONÍA;SAN MARTIN;MARISCAL CACERES;JUANJUI;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-76.7277;-7.1769
41;MESA TÉCNICA DE LA PROVINCIA DE MARISCAL CÁCERES;;PIP;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD DE CAMPANILLA, DISTRITO DE CAMPANILLA - MARISCAL CÁCERES - SAN MARTÍN.  ;UT AMAZONÍA;SAN MARTIN;MARISCAL CACERES;JUANJUI;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-76.7277;-7.1769
42;MESA TÉCNICA DE LA PROVINCIA DE MARISCAL CÁCERES;;PIP;SE ESTIMA QUE ANTES DE FINES DE AGOSTO SE COMIENCE CON LA CONSTRUCCION DEL HOSPITAL MODULAR II-1 Y SE ESPERA QUE SE CONCLUYA ANTES DE FIN DE AÑO.EL TERRENO YA ESTA LISTO Y SE CONVOCARÁ A LA CONSTRUCCIÓN A FINES DE JUNIO.;UT AMAZONÍA;SAN MARTIN;MARISCAL CACERES;JUANJUI;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-76.7277;-7.1769
43;MESA TÉCNIA DE LA PROVINCIA DE LAMAS;;PIP;GORE LORETO ASUMIRÁ EL COMPROMISO DE FINANCIAR LA REALIZACIÓN DEL PERITAJE TÉCNICO FINANCIERO DEL PROYECTO DE AGUA Y SANEAMIENTO CON ASESORÍA DEL MVCS.;UT AMAZONÍA;SAN MARTIN;LAMAS;TODOS;ABIERTO - EN PROCESO;MTC;GOBIERNO NACIONAL;-76.5165;-6.41986
44;GESTIÓN PARA PREVENIR LA CONFLICTIVIDAD EN LOS DISTRITOS DE MANSERICHE Y DE MORONA DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RM Nº 206-2021-PCM;PIP;CREACION DE UNA RED DE COMUNICACIONES PARA LA CONECTIVIDAD INTEGRAL Y DESARROLLO SOCIAL DEL DISTRITO DE MANSERICHE - PROVINCIA DE DATEM DEL MARAN?ON;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;MANSERICHE;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-77.4172;-4.56361
48;GESTIÓN PARA PREVENIR LA CONFLICTIVIDAD EN LOS DISTRITOS DE MANSERICHE Y DE MORONA DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RM Nº 206-2021-PCM;PIP;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL CAMINO VECINAL FELIX FLORES-PALESTINA Y SARAMIRIZA DEL DISTRITO DE MANSERICHE - PROVINCIA DE DATEM DEL MARAN?ON;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;MANSERICHE;ABIERTO - EN PROCESO;MTC;GOBIERNO LOCAL;-77.4172;-4.56361
49;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;REPOSICIÓN DE ASIGNACIONES PRESUPUESTALES (RACIONES ALIMENTARIAS, PAGOS DOCENTES, DEUDA SOCIAL).;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;MVCS;GOBIERNO REGIONAL;-76.5536;-4.82786
50;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;SE CONSIDERA IMPORTANTE SOCIALIZAR LAS COMPETENCIAS DE UNA UGEL OPERATIVA Y/O EJECUTORA.;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;MTPE;GOBIERNO REGIONAL;-76.5536;-4.82786
51;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;INICIO DEL PROCESO PARA IMPLEMENTAR UNA UNIDAD EJECUTORA EN EL DATEM DEL MARAÑÓN.;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;MINSA;GOBIERNO REGIONAL;-76.5536;-4.82786
52;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;PROFESIONALIZACIÓN DOCENTE EN EIB Y FINANCIAMIENTO SOSTENIDO DE FORMABIAP.;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;GORE SAN MARTIN;GOBIERNO REGIONAL;-76.5536;-4.82786
53;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;INCREMENTO DE PLAZAS DOCENTES Y ADMINISTRATIVAS EIB.;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;GORE SAN MARTIN;GOBIERNO REGIONAL;-76.5536;-4.82786
54;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;SOCIALIZACIÓN DEL MARCO NORMATIVO PARA OCUPAR CARGOS DIRECTIVOS Y ESPECIALISTAS EN UNA INSTANCIA DE GESTIÓN DESCENTRALIZADAS;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;GORE SAN MARTIN;GOBIERNO NACIONAL;-76.5536;-4.82786
55;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;PROMOCIÓN DE EMPRENDIMIENTOS INDÍGENAS CON ENFOQUE TERRITORIAL ;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;GORE SAN MARTIN;GOBIERNO REGIONAL;-76.5536;-4.82786
56;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;GESTIONES PARA LA CREACIÓN DE LA DIRECCIÓN DE SALUD INTERCULTURAL Y FORTALECIMIENTO DE LA RED SANITARIA.;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;MD MANSERICHE;GOBIERNO REGIONAL;-76.5536;-4.82786
57;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;EL MINISTERIO DE CULTURA PONE A DISPOSICIÓN DE LA CIUDADANÍA LA LÍNEA GRATUITA 1812 PARA ATENDER SITUACIONES EMERGENCIAS POR MEDIO DE LA INTERPRETACIÓN TELEFÓNICA EN ;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;MTC;GOBIERNO NACIONAL;-76.5536;-4.82786
58;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;INFORMACIÓN RESPECTO A LA GEORREFERENCIACIÓN Y SANEAMIENTO LEGAL DEL TERRITORIO Y CREACIÓN DE DISAFILPA.;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;MD MORONA;GOBIERNO REGIONAL;-76.5536;-4.82786
59;GRUPO DE TRABAJO MULTISECTORIAL PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO;RSGSD Nº  007-2024-PCM/SGSD;ACTIVIDAD;PRIORIZACIÓN DE CONECTIVIDAD EN INTERVENCIONES EDUCATIVAS DEL MTC PRONATEL.;UT AMAZONÍA;LORETO;DATEM DEL MARAÑÓN;TODOS;ABIERTO - EN PROCESO;MD MORONA;GOBIERNO NACIONAL;-76.5536;-4.82786
60;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;REVISIÓN DE LOS EXPEDIENTES CONTRACTUALES DE LAS CONCESIONES DE LAS EMPRESAS TRAVI SATIPO Y FOREST PRODUCT FLORIDA S.A.C. EN LA PROVINCIA DE ATALAYA, A CARGO DE OSINFOR Y SERFOR, EN COORDINACIÓN CON EL GORE UCAYALI, A FIN DE VERIFICAR EL CUMPLIMIENTO DE LA NORMATIVA FORESTAL VIGENTE;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MD MORONA;GOBIERNO NACIONAL;-73.65;-10.96
61;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;REVISIÓN DE LOS EXPEDIENTES PARA EL RECONOCIMIENTO DE GRUPOS HUMANOS (COMUNIDADES) EN LA PROVINCIA DE ATALAYA, A CARGO DEL GORE UCAYALI, A FIN DE ASEGURAR SU CONFORMIDAD CON LA NORMATIVA VIGENTE;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MIDIS;GOBIERNO REGIONAL;-73.65;-10.96
62;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;ELABORACIÓN Y APROBACIÓN DE UNA DIRECTIVA REGIONAL PARA PREVENIR CONFLICTOS POR SUPERPOSICIÓN EN PROCESOS DE TITULACIÓN Y CONCESIONES, A CARGO DEL GORE UCAYALI, CON ASISTENCIA TÉCNICA DE SERFOR Y OSINFOR;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MIDIS;GOBIERNO REGIONAL;-73.65;-10.96
63;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;IMPLEMENTACIÓN DE ACCIONES DE SENSIBILIZACIÓN SOBRE DERECHOS SOBRE EL TERRITORIO DIRIGIDAS A CENTROS POBLADOS RECONOCIDOS COMO GRUPOS HUMANOS EN LA PROVINCIA DE ATALAYA, A CARGO DEL GORE UCAYALI;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MD MANSERICHE;GOBIERNO REGIONAL;-73.65;-10.96
64;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;BRINDAR ASISTENCIA TÉCNICA PARA LA MEJORA DE LAS PROPUESTAS DE PLANES DE CONTINGENCIA PARA LA PROTECCIÓN DE LOS DERECHOS DE LOS PUEBLOS EN SITUACION DE AISLAMIENTO Y CONTACTO INICIAL PRESENTADAS POR LAS CONCESIONES FORESTALES QUE OPERAN EN EL ÁMBITO DE LA RESERVA INDÍGENA MURUNAHUA (INUYA, MAPUYA, YURÚA, BREU Y HUACASPISHTEA), A CARGO DEL MINISTERIO DE CULTURA;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MD MORONA;GOBIERNO NACIONAL;-73.65;-10.96
65;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;REALIZACIÓN DE UN TALLER VIRTUAL DERECHOS COLECTIVOS, INTERCULTURALIDAD Y PAUTAS PARA EL RELACIONAMIENTO CON PUEBLOS INDÍGENAS U ORIGINARIOS EN EL MARCO DEL MECANISMO INTERSECTORIAL PARA LA PROTECCIÓN DE PERSONAS DEFENSORAS DE DERECHOS HUMANOS” DIRIGIDO A SERVIDORES PÚBLICOS DEL GORE UCAYALI, A CARGO DEL MINISTERIO DE CULTURA;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MD MORONA;GOBIERNO NACIONAL;-73.65;-10.96
66;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;EJECUCIÓN DE PATRULLAJES MENSUALES EN EL SECTOR “LA Y” Y COMUNIDADES ALEDAÑAS EN LA PROVINCIA DE ATALAYA, A CARGO DE LA POLICÍA NACIONAL DEL PERÚ;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MD MORONA;GOBIERNO NACIONAL;-73.65;-10.96
67;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;"LA POLICIA NACIONAL DEL PERÚ CON SEDE EN ATATAYA CONJUNTAMENTE CON REPRESENTANTES DEL CENTRO EMERGENCIA MUJER (CEM) REALIZARÁN VISITAS INOPINADAS A LAS COMUNIDADES NATIVAS CON LA FINALIDAD DE IDENTIFICAR A VICTIMAS DE VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR Y VIOLENCIA SEXUAL; ASIMISMO, BRINDARAN ORIENTACION Y DENUNCIAR LOS CASOS IDENTIFICADOS (REPORTE DE LOS CASOS ATENDIDOS)";UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MD MORONA;GOBIERNO NACIONAL;-73.65;-10.96
68;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;LA POLICIA NACIONAL DEL PERÚ CON SEDE EN ATALAYA REALIZAN VISITAS PERIÓDICAS POR INTERMEDIO DE LAS OFICINAS DE PARTICIPACIÓN CIUDADANA (OPC) A COMUNIDADES NATIVAS PARA PROMOVER EL DIÁLOGO INTERCULTURAL, SENSIBILIZAR SOBRE LA PRESENTACIÓN DE DENUNCIA FORMAL Y REFORZAR LA CONFIANZA CIUDADANA EN LA LABOR POLICIAL (REPORTE DE LOS CASOS ATENDIDOS);UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MD MORONA;GOBIERNO NACIONAL;-73.65;-10.96
69;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;"LA POLICÍA NACIONAL DEL PERÚ CON SEDE EN ATALAYA DEBERÁ COORDINAR, ORGANIZAR Y FORTALECER  DE LAS JUNTAS VECINALES Y/O COMITES DE AUTODEFENSA COMUNAL NATIVOS EN LAS LOCALIDADES DE SANTA FE,KIMOSHIRI, CENTRO BOBINSANA Y VALLE DE SOL; ASIMISMO DEBERÁ ORIENTAR SU ACTUACION. (REPORTE DE LOS CASOS ATENDIDOS)";UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;GOREL;GOBIERNO NACIONAL;-73.65;-10.96
70;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;DISPONIBILIDAD PERMANENTE DE LOS SERVICIOS DE DEFENSA PÚBLICA Y DEFENSA DE VÍCTIMAS EN LA PROVINCIA DE ATALAYA, A CARGO DEL MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS, DURANTE EL AÑO 2026 .;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;GOREL;GOBIERNO NACIONAL;-73.65;-10.96
71;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;REALIZACIÓN DEL TALLER VIRTUAL “DERECHOS COLECTIVOS, INTERCULTURALIDAD Y PAUTAS PARA EL RELACIONAMIENTO CON PUEBLOS INDÍGENAS U ORIGINARIOS EN EL MARCO DEL MECANISMO INTERSECTORIAL PARA LA PROTECCIÓN DE PERSONAS DEFENSORAS DE DERECHOS HUMANOS” DIRIGIDO A LA POLICÍA NACIONAL DEL PERÚ Y EL MINISTERIO PÚBLICO, EL 26 DE MARZO DE 2026, CON REGISTRO DE ASISTENCIA.;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MINCUL;GOBIERNO NACIONAL;-73.65;-10.96
72;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;ARTICULACIÓN CON AUTORIDADES LOCALES PARA LA FORMULACIÓN Y/O EJECUCIÓN DE PROYECTOS DE ELECTRIFICACIÓN RURAL EN LA PROVINCIA DE ATALAYA, A CARGO DEL MINEM;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;GOREL;GOBIERNO NACIONAL;-73.65;-10.96
73;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;"ACCIONES PARA GENERAR SUBVENCIONES Y PROPICIAR REFORESTACIÓN EN LA PROVINCIA DE ATALAYA, SE INICIARÁN ENERO DEL 2026  / PROMOVER ACIONES DE REFORESTACIÓN A TRAVÉS DE INSTRUMENTOS DE INVERSIÓN PÚBLICA CONFORME A LA RM N°0262-2024-MIDAGRI Y LOS INDICADORES DE BRECHA 613 Y 517.
IMPLEMENTACIÓN DE ACCIONES PARA LA GENERACIÓN DE SUBVENCIONES Y LA PROMOCIÓN DE LA REFORESTACIÓN EN LA PROVINCIA DE ATALAYA, A CARGO DE SERFOR, A PARTIR DE ENERO DE 2026, MEDIANTE EL USO DE INSTRUMENTOS DE INVERSIÓN PÚBLICA CONFORME A LA RM N.° 0262-2024-MIDAGRI Y EN ALINEACIÓN CON LOS INDICADORES DE BRECHA 613 Y 517, CON REPORTE DE AVANCES PERIÓDICOS.";UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;GOREL;GOBIERNO NACIONAL;-73.65;-10.96
74;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;APROBACIÓN DE LA MODIFICACIÓN DEL REGLAMENTO DE ORGANIZACIÓN Y FUNCIONES (ROF) PARA LA CREACIÓN DE LA DIRECCIÓN DE MANEJO FORESTAL COMUNITARIO, A CARGO DE SERFOR.;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;GOREL;GOBIERNO NACIONAL;-73.65;-10.96
75;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;"
BRINDAR ASISTENCIA TÉCNICA PARA LA DIVERSIFICACIÓN PRODUCTIVA SOSTENIBLE DE BIENES Y SERVICIOS EN LA PROVINCIA DE ATALAYA (PROGRAMADA PARA EL AÑO 2026)";UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;GOREL;GOBIERNO NACIONAL;-73.65;-10.96
76;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;PROMOCIÓN DE LA ASOCIATIVIDAD DE PRODUCTORES AGRÍCOLAS Y NO AGRÍCOLAS EN ZONAS DE INFLUENCIA COCALERA EN LA PROVINCIA DE ATALAYA (PROGRAMADA PARA EL AÑO 2026);UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-73.65;-10.96
77;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;"DESARROLLO Y FORTALECIMIENTO DE CAPACIDADES EN GESTIÓN COMUNAL 
DESARROLLO DE ACCIONES DE FORTALECIMIENTO DE CAPACIDADES EN GESTIÓN COMUNAL DIRIGIDAS A COMUNIDADES DE LA PROVINCIA DE ATALAYA .";UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;GOREL;GOBIERNO NACIONAL;-73.65;-10.96
78;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;BRINDAR ASISTENCIA TÉCNICA PARA LA FORMULACIÓN DE PLANES DE NEGOCIO PRODUCTIVOS SOSTENIBLES, A CARGO DEL PROGRAMA BOSQUES PARA LA MITIGACIÓN DEL CAMBIO CLIMÁTICO A TRAVES DEL PIP 2, EN LA PROVINCIA DE ATALAYA, HASTA JULIO DE 2026.;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;GOREL;GOBIERNO NACIONAL;-73.65;-10.96
79;GRUPO DE TRABAJO PARA LA ATENCIÓN DE LAS PROBLEMÁTICAS DE SUPERPOSICIONES TERRITORIALES Y SEGURIDAD DE LA PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI”;RM N°023-2026-PCM;ACTIVIDAD;BRINDAR ASISTENCIA TÉCNICA PARA LA REVISIÓN DEL PRODUCTO 2 DEL PIP DE  SERVICIO ECOSISTÉMICO DE REGULACIÓN HÍDRICA EN LA MICROCUENCA DE SAPANI, AERIJA Y MARANKIARI” HASTA JULIO DE 2026.;UT AMAZONÍA;UCAYALI;ATALAYA;TODOS;ABIERTO - EN PROCESO;GOREL;GOBIERNO NACIONAL;-73.65;-10.96
